kpt_0,kpt_1,kpt_2,kpt_3,kpt_4,kpt_5,kpt_6,kpt_7,kpt_8,kpt_9,kpt_10,kpt_11,kpt_12,kpt_13,kpt_14,kpt_15,kpt_16,kpt_17,kpt_18,kpt_19,kpt_20,kpt_21,kpt_22,kpt_23,kpt_24,kpt_25,kpt_26,kpt_27,kpt_28,kpt_29,kpt_30,kpt_31,kpt_32,kpt_33,label
0.3649633526802063,0.4522332549095154,0.35504603385925293,0.4611360430717468,0.35427165031433105,0.4437500238418579,0.36090928316116333,0.4733177423477173,0.3614385426044464,0.4290805757045746,0.41420993208885193,0.49316003918647766,0.4152453541755676,0.40701454877853394,0.4901718497276306,0.511167049407959,0.48381659388542175,0.3928529918193817,0.5532695651054382,0.5085310339927673,0.5471792221069336,0.39117667078971863,0.5424306988716125,0.48054131865501404,0.5468363165855408,0.428865909576416,0.6524119973182678,0.47705355286598206,0.6618300080299377,0.4348820745944977,0.757053554058075,0.4763829708099365,0.749542772769928,0.453393816947937,0.0
0.5675764083862305,0.5333833694458008,0.5620452165603638,0.5441904067993164,0.5625960230827332,0.5373452305793762,0.5311228036880493,0.5532907247543335,0.5322088599205017,0.5378142595291138,0.5173545479774475,0.5368978381156921,0.5080565810203552,0.5051572322845459,0.603201687335968,0.527127206325531,0.6096495985984802,0.48975589871406555,0.6742281317710876,0.5309568643569946,0.6855049729347229,0.4987364411354065,0.5496960282325745,0.4396187663078308,0.5431731343269348,0.4132656455039978,0.67645663022995,0.4556002914905548,0.6819695234298706,0.417060911655426,0.7716202139854431,0.44211700558662415,0.7749589681625366,0.4385710656642914,1.0
0.3304733335971832,0.4640657901763916,0.320235013961792,0.4737820327281952,0.31867170333862305,0.45451101660728455,0.32377657294273376,0.48644623160362244,0.3237045705318451,0.44038209319114685,0.37743139266967773,0.5009400248527527,0.3751683533191681,0.4184006154537201,0.45150843262672424,0.5263474583625793,0.42160287499427795,0.3522672653198242,0.5273163318634033,0.5349615812301636,0.35482075810432434,0.35768482089042664,0.5140310525894165,0.4980814754962921,0.5162084698677063,0.4415556788444519,0.6330198645591736,0.4955117702484131,0.6405675411224365,0.44873201847076416,0.7463238835334778,0.49640828371047974,0.7460001707077026,0.4580066502094269,0.0
0.5490714311599731,0.47022995352745056,0.5472383499145508,0.47732919454574585,0.545981764793396,0.477250337600708,0.5165823101997375,0.4910673201084137,0.5143954157829285,0.48083001375198364,0.49496743083000183,0.4762907028198242,0.486098051071167,0.45856964588165283,0.5712565183639526,0.4526878893375397,0.5784670114517212,0.43563932180404663,0.6302105188369751,0.4738253951072693,0.642069399356842,0.46842217445373535,0.4834555983543396,0.34816974401474,0.4838002622127533,0.34431180357933044,0.609187126159668,0.4157171845436096,0.6088999509811401,0.384440541267395,0.7086541652679443,0.38719040155410767,0.741773247718811,0.38828542828559875,1.0
0.48950162529945374,0.34688472747802734,0.48436620831489563,0.3504393398761749,0.4886130094528198,0.33812928199768066,0.47353947162628174,0.37047749757766724,0.47697460651397705,0.3452565371990204,0.4403602182865143,0.40411069989204407,0.4793016016483307,0.32704928517341614,0.5440661311149597,0.44348663091659546,0.5450260639190674,0.3001697063446045,0.6158625483512878,0.45983803272247314,0.6162300705909729,0.2627478837966919,0.4999549686908722,0.45485174655914307,0.5142876505851746,0.41312742233276367,0.6086387038230896,0.44667232036590576,0.6124600768089294,0.406772643327713,0.7248018383979797,0.4145442247390747,0.7207712531089783,0.39359503984451294,1.0
0.46065014600753784,0.46289506554603577,0.46972742676734924,0.46651512384414673,0.4581863284111023,0.46633270382881165,0.4689469039440155,0.46994397044181824,0.4426494240760803,0.4716697931289673,0.4844227135181427,0.461630254983902,0.415886253118515,0.4497859477996826,0.5592911839485168,0.45000213384628296,0.3486136496067047,0.42633798718452454,0.6195611357688904,0.43345919251441956,0.2950044870376587,0.3956538140773773,0.5329209566116333,0.39903905987739563,0.492220401763916,0.3620398938655853,0.6363644003868103,0.4047381579875946,0.6170766949653625,0.3465135991573334,0.7652274966239929,0.41193559765815735,0.7340587973594666,0.3502865731716156,1.0
0.4737319052219391,0.28300023078918457,0.4603569507598877,0.27574053406715393,0.45970892906188965,0.2737855017185211,0.4305005669593811,0.2648114562034607,0.43356049060821533,0.2684392035007477,0.4121200442314148,0.28698065876960754,0.41513755917549133,0.26633021235466003,0.44212910532951355,0.17554670572280884,0.434256911277771,0.17870639264583588,0.4308561086654663,0.07753318548202515,0.4219076335430145,0.09761448204517365,0.47179338335990906,0.43350276350975037,0.47535672783851624,0.424127995967865,0.61844402551651,0.4311925768852234,0.6185863614082336,0.40546828508377075,0.7590677738189697,0.435090035200119,0.7529383301734924,0.4115351438522339,1.0
0.45900362730026245,0.4336775541305542,0.45788735151290894,0.43273404240608215,0.4549669027328491,0.4441375136375427,0.4474794864654541,0.42211052775382996,0.44279593229293823,0.4455092251300812,0.4311352074146271,0.3724774122238159,0.4336867928504944,0.4709201753139496,0.49528083205223083,0.358730286359787,0.514401912689209,0.4765220880508423,0.5814624428749084,0.33343833684921265,0.5843796730041504,0.4646866023540497,0.46775877475738525,0.35095512866973877,0.4672006070613861,0.4173578917980194,0.5903660655021667,0.3737632930278778,0.5930303931236267,0.4155658185482025,0.7044681310653687,0.37919387221336365,0.7129378914833069,0.42376288771629333,1.0
0.4218473434448242,0.4610425531864166,0.4095691442489624,0.47239890694618225,0.41012081503868103,0.4579482972621918,0.38615140318870544,0.4670044183731079,0.38577860593795776,0.42580437660217285,0.35328298807144165,0.4697115123271942,0.3836512863636017,0.39296507835388184,0.4157905876636505,0.4895722568035126,0.4438430070877075,0.38356447219848633,0.4417943060398102,0.4809303283691406,0.46466925740242004,0.40401867032051086,0.46709173917770386,0.4594060480594635,0.47427207231521606,0.421638160943985,0.5411236882209778,0.43732398748397827,0.5407678484916687,0.4295717179775238,0.6444400548934937,0.4362450838088989,0.6458881497383118,0.4328024089336395,1.0
0.5039901733398438,0.3789547383785248,0.4968198537826538,0.37539470195770264,0.4985769987106323,0.37128597497940063,0.47619563341140747,0.35941219329833984,0.48625269532203674,0.35253003239631653,0.4461071193218231,0.3826630115509033,0.46279263496398926,0.3411884605884552,0.5428516268730164,0.43228575587272644,0.5434726476669312,0.4002671241760254,0.6158737540245056,0.4359853267669678,0.6079766154289246,0.40670621395111084,0.4585539698600769,0.47618213295936584,0.4698043465614319,0.4550730884075165,0.6142433285713196,0.4682473838329315,0.6122969388961792,0.44500741362571716,0.7065723538398743,0.47792816162109375,0.6440444588661194,0.4449356198310852,1.0
0.302711546421051,0.45173534750938416,0.2930223047733307,0.46169596910476685,0.2935073673725128,0.4433130621910095,0.29612407088279724,0.47542425990104675,0.30171093344688416,0.42626774311065674,0.3558829426765442,0.4956037700176239,0.3660828769207001,0.40402740240097046,0.44172200560569763,0.5295289158821106,0.4374713897705078,0.38793662190437317,0.4928891062736511,0.5286692380905151,0.5093593001365662,0.37724921107292175,0.5048987865447998,0.49615228176116943,0.5083046555519104,0.4335419535636902,0.626765787601471,0.5081490874290466,0.6217225193977356,0.44724389910697937,0.7362991571426392,0.5186596512794495,0.7332667112350464,0.45274895429611206,0.0
0.33595892786979675,0.5235203504562378,0.3237518072128296,0.5227200984954834,0.3213123381137848,0.5156504511833191,0.32377931475639343,0.5033391714096069,0.3188968598842621,0.48137086629867554,0.3785369098186493,0.5046883821487427,0.3652375340461731,0.44478803873062134,0.44703438878059387,0.5026832818984985,0.45110347867012024,0.4408571720123291,0.5199817419052124,0.5238303542137146,0.5210322141647339,0.45893964171409607,0.5149189829826355,0.5132222771644592,0.5179476737976074,0.48191553354263306,0.6531996130943298,0.5035953521728516,0.6550984978675842,0.4967079162597656,0.7557706236839294,0.4769544005393982,0.7632680535316467,0.47571519017219543,0.0
0.3407543897628784,0.5443798899650574,0.3271198272705078,0.5396499037742615,0.3279053866863251,0.5422479510307312,0.3206162452697754,0.5128363370895386,0.3215559720993042,0.5186308026313782,0.36575931310653687,0.46486085653305054,0.36376097798347473,0.516258180141449,0.4507066309452057,0.4638599157333374,0.45123928785324097,0.5161737203598022,0.5260786414146423,0.4937865436077118,0.5370237231254578,0.5310725569725037,0.5125038623809814,0.4643148183822632,0.5191161632537842,0.49511680006980896,0.6529918313026428,0.4787291884422302,0.655413031578064,0.5022006630897522,0.7644726037979126,0.47919565439224243,0.7667655944824219,0.49528148770332336,0.0
0.3407169580459595,0.4863435924053192,0.3260588049888611,0.4799230098724365,0.32570019364356995,0.4963405132293701,0.3297151029109955,0.4675486385822296,0.3265781104564667,0.5053883194923401,0.37471574544906616,0.43345770239830017,0.3687666356563568,0.5364416837692261,0.4514646530151367,0.41985023021698,0.4578562080860138,0.5556148886680603,0.5070768594741821,0.4395787715911865,0.5336092710494995,0.5665361881256104,0.5128905773162842,0.4587459862232208,0.5129927396774292,0.5131910443305969,0.638748049736023,0.4667149782180786,0.6382423043251038,0.5299077033996582,0.7588614225387573,0.485544890165329,0.7487841248512268,0.5298281311988831,0.0
0.34261101484298706,0.4432087242603302,0.32844027876853943,0.45127493143081665,0.3267883360385895,0.44685178995132446,0.326813668012619,0.4789073169231415,0.32596147060394287,0.47093483805656433,0.3732271194458008,0.4841780364513397,0.37096351385116577,0.5023179054260254,0.46259865164756775,0.48182326555252075,0.4528663754463196,0.5068750381469727,0.5302377939224243,0.45435604453086853,0.5216765999794006,0.46618616580963135,0.5260238647460938,0.48794156312942505,0.5228608846664429,0.49781662225723267,0.6419632434844971,0.47058185935020447,0.6242932677268982,0.4934454560279846,0.7516765594482422,0.4879246950149536,0.7152616381645203,0.5263180732727051,0.0
0.34458714723587036,0.37677136063575745,0.3306240141391754,0.3814738392829895,0.33221200108528137,0.37772539258003235,0.3236221671104431,0.4072646498680115,0.32665133476257324,0.39576587080955505,0.36942508816719055,0.4210756719112396,0.3647203743457794,0.43271273374557495,0.44673392176628113,0.4288509786128998,0.43965986371040344,0.4410935044288635,0.5139839053153992,0.40162572264671326,0.5090274214744568,0.4056378901004791,0.5182941555976868,0.43762147426605225,0.5192545056343079,0.43872585892677307,0.6266745328903198,0.42779070138931274,0.6269136667251587,0.41905882954597473,0.7282778024673462,0.4665548503398895,0.7139841914176941,0.44661054015159607,0.0
0.34393012523651123,0.4334089756011963,0.3338963985443115,0.44002652168273926,0.333910197019577,0.4219132959842682,0.3373977541923523,0.44721993803977966,0.339201420545578,0.4050678014755249,0.3854826092720032,0.4674139618873596,0.38731148838996887,0.38529863953590393,0.44157305359840393,0.5108473896980286,0.4458155930042267,0.3357853293418884,0.38442447781562805,0.5261607766151428,0.3825273811817169,0.3280949592590332,0.5214493870735168,0.4651761054992676,0.5246155261993408,0.4122541546821594,0.6281293630599976,0.4705061614513397,0.6346679329872131,0.41676369309425354,0.7373745441436768,0.4780740439891815,0.7330529093742371,0.4304051101207733,0.0
0.3396046757698059,0.48663878440856934,0.3297087848186493,0.48965638875961304,0.32822713255882263,0.4756639301776886,0.3352356553077698,0.4810570478439331,0.33418169617652893,0.44995325803756714,0.38733288645744324,0.4829287528991699,0.3805837631225586,0.4258873760700226,0.4569377601146698,0.5089228749275208,0.44843176007270813,0.4019835591316223,0.4760493040084839,0.5465015172958374,0.4464564025402069,0.46799013018608093,0.5284267067909241,0.4857235252857208,0.5240365862846375,0.45138314366340637,0.645811915397644,0.483718603849411,0.6510899066925049,0.4648503065109253,0.7515779137611389,0.46327686309814453,0.7555569410324097,0.447539746761322,0.0
0.34645649790763855,0.4572717547416687,0.3342221975326538,0.4665336310863495,0.33332401514053345,0.4470233619213104,0.3398617208003998,0.47749337553977966,0.3372602164745331,0.4299812316894531,0.38465702533721924,0.5007992386817932,0.37772896885871887,0.39977121353149414,0.4151124954223633,0.566422700881958,0.40089306235313416,0.33135926723480225,0.34819042682647705,0.5465241074562073,0.32022419571876526,0.33526328206062317,0.5254014134407043,0.47501105070114136,0.5241235494613647,0.4195863604545593,0.6454293131828308,0.47194498777389526,0.6414715647697449,0.418904572725296,0.7516825199127197,0.4715494215488434,0.7489014863967896,0.4449147582054138,0.0
0.34789320826530457,0.45811647176742554,0.33538109064102173,0.46816107630729675,0.33477213978767395,0.4481998383998871,0.33989089727401733,0.47710976004600525,0.3351684808731079,0.42912331223487854,0.3836737871170044,0.500006377696991,0.37817519903182983,0.39687636494636536,0.4080042243003845,0.5521173477172852,0.39756423234939575,0.32259199023246765,0.3408164978027344,0.5636929273605347,0.32000431418418884,0.3320032060146332,0.5293874144554138,0.47821497917175293,0.528043806552887,0.41978704929351807,0.6518339514732361,0.4745643436908722,0.6495140194892883,0.4233064651489258,0.7525859475135803,0.47185254096984863,0.7524924874305725,0.44395262002944946,0.0
